Date/Time, City, State, Shape, Duration, Summary, Posted
2021-12-04T18:30:00Z, Cleveland, OH, Formation, , String of lights moving from southeast to northwest, 12/19/2021
2021-12-03T19:30:00Z, Batavia, OH, Cigar, , "object more than 1, 000' long x 20'wide, straight row of lights in a pattern of dots and dashes down the spine", 12/19/2021
2021-12-03T19:15:00Z, Williamsburg, OH, Formation, 45second took three pict, I have pictures moving west to east in a line across toward my house look like Chinese lantern, 3/4/2022
2021-12-03T19:00:00Z, Mason, OH, Circle, , "Our family saw a bunch of lights, maybe 20 in a straight line traveling across the sky from south to north. It lasted about 30 seconds", 12/19/2021
2021-11-17T13:30:00Z, Brunswick, OH, Circle, , "I was shooting a simple 49 second video of myself playing electric guitar in my back, at 11 seconds into the video the object appears.", 12/19/2021
2021-11-08T20:00:00Z, Hubbard, OH, Triangle, 1 minute, At 20:00 hours my husband and I were Traveling down the highway when just above the tree tops we saw a triangle craft. It had a bright, 11/15/2021
2021-11-05T01:30:00Z, Cincinnati, OH, Triangle, , V shaped aircraft traveling north, 12/19/2021
2021-11-01T13:00:00Z, Zoar (Small town in america), OH, Chevron, Approximately one hour, Flew in front of my house about 300 ft up and it stopped over the lot across the street. I walked up to back corner of it. Flys silent., 3/4/2022
2021-10-22T22:54:00Z, Rossburg, OH, Light, My best guess 30 minutes, Driving brilliant light ball form came down in a controlled manner in front of vehicle this sounds crazy I know!, 5/31/2022
2021-10-19T16:00:00Z, Cleveland Heights, OH, Changing, 3 minutes, Details can be seen for yourself. I recorded the incident as I was sitting on my porch. If you go to Facebook or YouTube... You can see, 10/26/2021
2021-10-17T19:42:00Z, Lima, OH, Light, 3 min. 46 sec., "Above my house and slightly to the west, I saw a light moving erratically. It appeared to be at a distance of 150 to 200 yards away.", 9/9/2022
2021-10-17T17:11:00Z, Cincinnati, OH, Unknown, 2 seconds, Contact me, 3/4/2022
2021-10-13T20:15:00Z, Madison, OH, Triangle, 1 minute, There was a strange triangular object in the sky over route 90 heading east. We were outside in the hot tub and saw it. Sometime betwee, 10/19/2021
2021-10-10T19:13:00Z, Dublin, OH, Other, 30 seconds, Floating object that disappeared, 10/19/2021
2021-10-06T22:01:00Z, Cincinnati, OH, Unknown, Ruffly 3 hours, Ancient Hebrew math symbols., 4/22/2022
2021-10-06T20:03:00Z, Kent, OH, Triangle, 45-60 seconds, triangle pattern of lights seen over Kent Ohio, 10/19/2021
2021-09-30T20:59:00Z, Lewis Center, OH, Triangle, 5 minutes, Traveling east on Lewis Center Rd I spotted what I initially thought was lights from a cell phone tower. This was odd because I did not, 10/19/2021
2021-09-29T21:15:00Z, Miamisburg, OH, Triangle, ~10 minutes, "A small, triangular object that was orange; it reminded me of a flame; was moving at a slow steady pace and appeared low and close.", 10/19/2021
2021-09-21T00:13:00Z, Toledo, OH, Light, Couple of days, Light in sky, 7/10/2023
2021-09-20T01:00:00Z, Salineville, OH, Sphere, 1 to 3 minutes, Brightspear light that rotates and pulsates when it moves bright white and red, 10/19/2021
2021-09-09T00:45:00Z, North Lima, OH, Triangle, 5-10 minutes, "Triangular object w/ green lights hovering, keeping pace w/vehicle at 65mph.", 10/19/2021
2021-08-29T03:35:00Z, Columbus, OH, Egg, Maybe 20 seconds, I was homeless living in a tent with my GF at the time. Woke up to a loud metallic hum. Sat up and saw a craft hovering in the field, 3/4/2022
2021-08-26T00:00:00Z, Portsmouth, OH, Formation, 20 minutes, I just happen to scan the sky as I often do and saw 4 lights in a triangle formation moving from West to east. As they grained altitude, 9/7/2021
2021-08-26T21:45:00Z, Duck, OH, Orb, 30 minutes, "White orbs off Duck, NC", 9/7/2021
2021-08-25T20:00:00Z, Dayton, OH, , 24, Tmz and new York post and celebritys and you and authoritys knows about the supernatural test of a goddess I can do and part why UFO wa, 9/7/2021
2021-08-25T20:00:00Z, Dayton, OH, , 24, Add to extremely real reports and evidence UFO watching me and I have paranormal mouth I know of a planet were 2 moons and if your look, 9/7/2021
2021-08-12T08:30:00Z, Cincinnati, OH, Changing, 5 minutes, "I have a 2 second video and 38 pictures of objects and crafts flying, shapeshifting and cloaking in and out of a lightning cloud.", 4/22/2022
2021-08-08T20:00:00Z, Dayton, OH, , 24, In past reported there black holethen did things in space I told on but TSA security concerns June file 9th is needed 1 on earth 2018 s, 8/20/2021
2021-08-05T20:00:00Z, Dayton, OH, , 24, ((HOAX)) See the file registration Montgomery county sheriff's office supernatural then did you see a huge silver UFO ??, 9/7/2021
2021-08-05T20:00:00Z, Dayton, OH, , 24, ((HOAX))Top secret test !! Usa a patriot unmaned drone A mini gun will see the miricals test works Top secret test !, 9/7/2021
2021-08-05T20:00:00Z, Dayton, OH, , 24, ((HOAX)) Nothing I can do but as nasa finds out this stuff I'm the white power as in white light Proficy and white mouth paranormal, 9/7/2021
2021-08-05T20:00:00Z, Dayton, OH, , 24, ((HOaX)) Warning don't do goddess test on roots just me and offspring from XXX ( don't laff) Check DNA as well, 9/7/2021
2021-08-05T20:00:00Z, Dayton, OH, , 24, ((HOAX))Studdys for nasa need to be proficys and history and goddess test like do exodest 2;2 in bibles Then watch the breeder, 9/7/2021
2021-08-05T20:00:00Z, Dayton, OH, , 24, ((HOAX)) Medical medications I'm not supposed to and the seamen is god's ink The lithium is a garden formula., 9/7/2021
2021-07-31T02:00:00Z, Eaton, OH, Triangle, 5 minutes, I let my dog out just after 2 a.m and saw 2 bright blueish silver fast flashing triangular objects. One over the other a small distanc, 8/16/2021
2021-07-21T21:30:00Z, Malvern, OH, Other, , "4 solid L shaped blushes green lights, I have the picture", 8/16/2021
2021-06-29T23:35:00Z, Dayton, OH, Light, 3min, "Bright light shifts, dims, suddenly accelerates and disappears.", 8/16/2021
2021-06-29T20:30:00Z, Worthington, OH, Teardrop, 4 minutes, Three small craft moving silently over railroad tracks, 8/16/2021
2021-06-28T22:30:00Z, Boardman, OH, Circle, Approximately 5 min, June 18.2021 orange lights in triangle, 4/22/2022
2021-06-28T02:24:00Z, Millersburg, OH, Cylinder, 1 min, Flickering “craft” moving in different directions and slow. Seemed to change shape when flashing, 6/22/2022
2021-06-23T15:15:00Z, Solon, OH, Other, 5 minutes, Observed an unknown object flying over a cloud that resembled a helicopter with no rotors., 8/16/2021
2021-06-16T21:30:00Z, Streetsboro, OH, Triangle, 5 minutes, "UFO near Streetsboro, OH with loud explosion", 8/16/2021
2021-06-15T21:45:00Z, Akron, OH, Fireball, About 30 seconds, 3 bright red lights, 7/31/2021
2021-06-13T21:00:00Z, Seaman, OH, Chevron, 5 to 10 seconds, I was sitting on my back deck looking at my cell phone when I looked up and saw a beautiful v shaped craft straight over my head travel, 7/31/2021
2021-06-07T21:00:00Z, Marietta, OH, Unknown, 20 minutes, Very slow moving craft with red and green lights accelerating at incredible speed., 7/31/2021
2021-06-06T00:00:00Z, Eaton, OH, Diamond, 5 mins, Since 6/6/21 I have seen what I thought to be stars because I see them in the same spot in the sky for days at a time. Then they will n, 8/16/2021
2021-05-30T01:30:00Z, Columbus, OH, Light, Roughly 5-10 min, We never passed the lights and if it were city lights we would have passed them at some point .. but they sped up. Watch!, 9/9/2022
2021-05-22T23:20:00Z, Toledo, OH, Flash, 2 minutes, The were in a straight line and by time I got my phone out they spread apart. I have pictures of when they split with my night camera., 7/31/2021
2021-05-22T22:10:00Z, Troy, OH, Formation, Approximately 2 minutes, Flight path about 20k feet. 20 objects moved rapidly across the sky., 7/31/2021
2021-05-14T23:05:00Z, Eaton, OH, Orb, 3 minutes, Orb in the sky looked like a turning ball of light. It went back and forth and closer and then farther away. I recorded it with my cell, 5/20/2021
2021-05-13T22:30:00Z, Holden Beach, OH, Light, 1/2 hour, My daughter and I were sitting on our beach house back deck when we saw two yellow lights over the ocean in the southern sky. The light, 5/20/2021
2021-05-12T02:36:00Z, Saint Clairsville, OH, Oval, 25 minutes, Metallic white almond shaped object with bright blue aura in dense woodland, 5/20/2021
2021-04-30T00:45:00Z, Fairfield, OH, Fireball, 5 seconds, "Green flash, streak, fireball.", 5/20/2021
2021-04-26T21:00:00Z, Cedarville, OH, Oval, 30-60 SEC, "Three orange orbs spotted in Ohio country side, not moving until they each disappeared.", 7/31/2021
2021-04-21T21:30:00Z, Grandview Heights, OH, Light, , Strange lights hovering low over Columbus. ((NUFOC Note: Possible twinkling star?? PD)), 4/23/2021
2021-04-15T08:40:00Z, Streetsboro, OH, Light, 5 minutes, cluster of bright lights in non specific formation, 4/23/2021
2021-04-11T04:05:00Z, Cincinnati, OH, Orb, 4 minutes, Videotaped a yellow blinking sphere and another orange orb below, 4/23/2021
2021-04-09T21:59:00Z, Dayton, OH, Fireball, 13 minutes, About 20 fireballs seemed to rise from ground in groups of 3-4 rising slow to the west. Then going east after the fire glow stops., 8/16/2021
2021-04-07T21:18:00Z, Girard, OH, Light, 3 minutes, Unexplainable Bright Light, 4/23/2021
2021-03-27T20:00:00Z, Avon Lake, OH, Other, 30-60 seconds, "I saw two objects that were silently ""tumbling"" end over end.", 5/19/2023
2021-03-27T01:40:00Z, Cincinnati, OH, Chevron, 1 minute or less, "UFO sighting on 3/27 01:40 and I have 2 pictures, one pic looks like a green chevron the other a blue egg/cyclinder shape", 4/23/2021
2021-03-19T16:44:00Z, Coshocton, OH, Unknown, 2 minutes or longer, Unknown object., 3/31/2021
2021-03-17T23:15:00Z, Mansfield, OH, Rectangle, 5 minutes, Rapid glittering white lights., 5/20/2021
2021-03-02T15:00:00Z, Lebanon, OH, Disk, 5 seconds, I was on my way home on the bus from school and then I look out the window. I saw what seemed to be a flock of birds...but they weren't, 3/31/2021
2021-02-26T19:00:00Z, ??, OH, , 15 minutes, Bright pulsating lights moving near the ground matching airplanes speed, 3/31/2021
2021-02-25T18:00:00Z, Willard, OH, Cylinder, 2 minutes, "I was outside saying bye to my fiance as he was going to work. I looked up, and the sky was beautiful, the clouds were stringy like. I", 3/31/2021
2021-02-05T20:30:00Z, Newark, OH, Light, 5 minutes, Several orange colored lights in the southern sky about 25 degrees above the horizon moving west to east. Lights clustered close togeth, 3/2/2021
2021-02-04T18:50:00Z, Germantown, OH, Sphere, 2 minutes, Strange moving color changing sphere, 6/22/2022
2021-01-20T19:00:00Z, Lancaster, OH, Light, ~1 minute, "small red light, followed by large white light", 3/2/2021
2021-01-15T12:01:00Z, Oakhill, OH, Other, It's been going on, Listed above. They use there minds to try to get you to do what they want, 1/19/2021
2021-01-13T19:00:00Z, Greenfield, OH, Light, >1 hour, "Looked to north after getting out of car at 7:00 p.m. Well after dark, 36 degrees F. and 53% humidity. Seen ghostly cloud formation t", 1/19/2021
2021-01-09T20:30:00Z, Medina, OH, Other, 20 seconds, "Slow moving, low UFO seen in Medina, OH 01/09/21", 1/19/2021
2021-01-08T06:30:00Z, Painesville, OH, Circle, Seconds, While taking a picture of the sunset did not notice it with naked eye but in photo shows up clear., 1/19/2021
2021-01-07T23:30:00Z, Marietta, OH, Unknown, 5-6 minutes, Huge city block length sighting in Marietta Ohio with 4 huge lights, 1/19/2021
2020-12-21T04:23:00Z, Painesville, OH, Unknown, Maybe a second, Wished Upon A Shooting Star, 3/6/2023
2020-12-03T19:45:00Z, Columbus, OH, Orb, ~1 minute, "Line of lights in western sky above Columbus, OH", 12/23/2020
2020-12-03T19:30:00Z, Hilliard, OH, Circle, 10 minutes, There was a big circle of lights in the sky. There was one in the middle of 8-10 lights that was a little brighter than the rest. When, 12/23/2020
2020-11-29T02:00:00Z, Cambridge, OH, Rectangle, 30 minutes, A stationary object was seen apparently hovering with red flashing lights and white stationary lights it did no move for a half hour, 12/23/2020
2020-11-19T22:20:00Z, Fremont, OH, Fireball, 1, My dogs ran away and i was hollering with my flashlights. I saw a helicopter fly by and then the helicopter circled over twice so I st, 12/23/2020
2020-11-13T15:20:00Z, Canfield, OH, Oval, , "Sighted something about 800 foot off the ground, oval and very shiny, with the sun reflecting off of it, slowly moving up and down.", 3/2/2021
2020-11-12T18:58:00Z, Mason, OH, Changing, Thursday November 12th 20, Tic-Tac blue light comming from bottem mid of craft/fallen angel celestial supernatural spiritual being, 3/4/2022
2020-11-12T03:45:00Z, Huber Heights, OH, Triangle, 5 minutes, "Black triangle, row of amber lights on the back and one red blinking light centered underneath", 12/23/2020
2020-11-10T08:00:00Z, Painesville, OH, Sphere, 3 seconds, I was working my food delivery job and I just got finished dropping off my last delivery I was about to pull out but as I stopped I loo, 12/23/2020
2020-11-10T06:20:00Z, Grove City, OH, Light, 3 minutes, bright satellite moving to the southeast ejecting a bright flash., 12/23/2020
2020-11-08T18:44:00Z, Canal Winchester, OH, Disk, 1.40 minutes, Yellow/Orange pulsating disk moving E to W at 10k foot., 12/23/2020
2020-11-05T19:15:00Z, Youngstown, OH, Triangle, 1 minute, Boardman Ohio. As we drove down glenwood ave about 200ft in the sky was a triangle shaped craft that had lights on each corner and one, 12/23/2020
2020-11-04T21:45:00Z, Edison, OH, Disk, 5-10 minutes, "There was lights all around them which were bright, they were just hovering at first and when they took off it seemed quick.", 12/23/2020
2020-11-03T08:07:00Z, Akron, OH, Oval, 20 seconds, This morning I was in the kitchen making coffee looking out of my kitchen window I saw three metallic objects that look like birds at f, 12/23/2020
2020-10-31T14:30:00Z, Bainbridge, OH, Changing, >5 minutes, "Bright object that changed shape with protruding poles was observed over Bainbridge, Ohio for 5 minutes by several individuals.", 12/23/2020
2020-10-31T11:41:00Z, Maumee, OH, Rectangle, 15+ seconds, It was a little bit scary and definitely not like anything I’ve ever seen before., 12/23/2020
2020-10-31T10:00:00Z, Vandalia, OH, Light, 10 minutes, Spotted red and green switching lights from my deck 10-31-20 at approximately 2200hrs took 4 different short videos. Video show changin, 12/23/2020
2020-10-31T00:00:00Z, Georgetown, OH, Circle, , ((NUFORC Note: Witnes provides no information. PD)), 12/23/2020
2020-10-25T08:40:00Z, Canton, OH, Cigar, 5 minutes, Cigar shaped craft near canton ohio, 12/23/2020
2020-10-24T19:30:00Z, Toledo, OH, Formation, 3 minutes, "It looked like a large formation of white lights, probably a couple of thousand feet long, hundred feet wide. ((Starlink satellites?))", 12/23/2020
2020-10-24T19:15:00Z, Elmore, OH, Cigar, 5 minutes, UFO over 80/90 turnpike. ((Starlink satellites?)), 12/23/2020
2020-10-23T23:52:00Z, Newark, OH, Light, Newark, Very bright green lights all over the sky! Flashing fast, 12/23/2020
2020-10-23T05:30:00Z, Toledo, OH, Light, 15 minutes, All of these lights were not in any formation. They seemed to take uo most of the sky and all were moving westerly at sam speed., 12/23/2020
2020-10-22T20:50:00Z, Austintown, OH, Triangle, 10 minutes, Triangular craft spotted around austintown ohio, 12/23/2020
